,appearance,breakfast,service,staff,variety,price,taste,hotel
23926,2,"Yes, next time not",7,2,1,3,3,4
23927,4,No,5,3,4,6,6,6
23928,4,"Yes, next time not",7,6,4,6,6,6
23929,5,No,5,2,4,6,6,6
23930,1,No,6,4,1,2,2,2
23931,1,No,5,3,1,1,1,1
23932,1,No,6,2,1,2,2,2
23933,1,No,6,2,1,1,1,1
23934,1,No,5,2,1,1,1,1
23935,1,No,6,2,1,2,2,2
23936,3,"Yes, next time not",7,6,2,4,4,4
23937,3,No,5,3,2,5,5,4
23938,2,No,5,4,2,3,3,3
23939,3,No,5,3,2,5,5,5
23940,1,No,6,3,1,2,2,2
23941,4,No,5,3,4,6,6,6
23942,4,No,4,4,4,6,6,6
23943,1,No,6,4,1,1,1,1
23944,4,"Yes, next time not",7,3,3,5,5,6
23945,2,No,5,2,1,3,3,3
23946,1,"Yes, next time not",6,4,1,2,2,2
23947,5,No,6,2,4,7,7,7
23948,1,No,4,4,1,2,1,1
23949,2,No,6,2,1,3,3,3
23950,1,No,6,1,1,1,1,1
23951,2,No,6,2,1,3,3,3
23952,2,No,5,2,1,3,3,3
23953,2,No,4,3,1,3,3,3
23954,1,No,5,2,1,1,1,1
23955,5,No,5,4,3,6,6,6
23956,1,No,5,2,1,2,2,2
23957,5,No,5,2,3,6,6,6
23958,1,No,5,3,1,2,2,2
23959,5,"Yes, again",7,2,3,6,6,7
23960,5,No,6,2,3,6,7,6
23961,3,"Yes, next time not",7,6,1,4,4,4
23962,1,No,6,2,1,1,1,1
23963,2,No,6,2,2,3,3,3
23964,6,No,5,3,4,7,7,7
23965,4,No,6,2,4,6,6,6
23966,4,No,6,4,3,5,5,5
23967,1,No,6,3,1,2,2,2
23968,3,No,6,3,2,5,4,5
23969,1,"Yes, next time not",7,2,1,2,2,2
23970,1,No,5,2,1,2,2,2
23971,5,No,6,3,4,6,6,6
23972,4,"Yes, next time not",6,4,2,5,5,6
23973,5,No,5,2,3,6,6,6
23974,1,No,5,4,1,2,2,2
23975,4,No,6,4,4,6,6,6
23976,3,No,6,4,2,4,4,4
23977,4,"Yes, next time not",7,4,2,6,5,6
23978,1,No,5,3,1,1,1,1
23979,1,No,6,4,1,2,2,2
23980,4,"Yes, next time not",7,4,2,5,5,6
23981,3,"Yes, next time not",7,2,1,4,4,4
23982,6,No,6,3,6,7,7,7
23983,1,No,5,3,1,2,1,2
23984,3,"Yes, again",4,9,2,5,5,4
23985,3,No,5,3,3,4,4,4
23986,1,No,5,3,1,1,1,1
23987,4,"Yes, again",7,6,4,6,5,6
23988,1,No,5,2,1,2,1,1
23989,1,No,4,3,1,1,2,1
23990,1,No,5,4,1,1,1,1
23991,2,No,5,2,2,3,3,3
23992,2,No,5,3,2,3,3,3
23993,1,No,5,3,1,1,1,1
23994,2,No,6,2,1,3,3,3
23995,3,No,6,2,2,4,4,4
23996,4,"Yes, next time not",7,2,2,5,5,6
23997,1,No,5,2,1,2,1,1
23998,3,"Yes, next time not",7,2,1,5,5,5
23999,2,No,5,3,1,3,3,3
24000,1,No,5,3,1,2,2,2
24001,1,No,5,4,1,1,1,1
24002,1,No,4,3,1,2,2,2
24003,3,No,5,2,2,5,5,5
24004,1,No,5,4,1,1,1,1
24005,1,No,5,1,1,2,2,2
24006,7,"Yes, again",7,6,5,8,7,8
24007,1,No,6,4,1,1,1,2
24008,1,No,5,3,1,2,2,2
24009,3,No,4,4,3,5,5,4
24010,1,No,5,3,1,2,2,1
24011,1,No,5,3,1,2,2,2
24012,4,"Yes, next time not",6,9,3,5,6,6
24013,2,No,6,2,1,3,3,4
24014,2,No,6,3,1,4,4,4
24015,1,No,5,3,1,2,2,2
24016,1,No,5,4,1,2,2,2
24017,5,"Yes, next time not",5,6,5,7,7,7
24018,5,"Yes, again",8,2,3,6,6,7
24019,1,No,6,2,1,2,2,2
24020,3,"Yes, next time not",4,8,1,4,4,4
24021,4,No,6,3,2,6,6,6
24022,1,"Yes, next time not",7,3,1,2,2,2
24023,3,No,5,2,2,4,4,4
24024,1,No,5,2,1,2,2,2
24025,1,No,4,4,1,2,2,2
24026,3,"Yes, again",9,2,1,4,4,5
24027,1,No,5,3,1,2,2,2
24028,1,No,6,2,1,1,1,1
24029,3,No,5,4,2,5,5,4
24030,2,No,6,2,1,3,3,3
24031,2,No,5,2,1,3,3,3
24032,4,"Yes, next time not",7,6,2,6,6,6
24033,5,No,5,4,6,6,7,6
24034,1,No,5,2,1,1,1,1
24035,9,No,4,4,8,10,10,10
24036,7,No,6,2,7,8,8,8
24037,1,No,5,3,1,2,2,2
24038,4,"Yes, again",8,7,3,5,5,6
24039,1,No,4,4,1,2,2,2
24040,4,"Yes, next time not",6,4,2,6,6,6
24041,3,No,5,2,2,5,5,5
24042,4,No,5,1,2,6,6,6
24043,1,No,5,4,1,2,2,2
24044,5,"Yes, next time not",7,4,3,7,7,7
24045,3,No,6,1,2,5,4,5
24046,3,No,4,4,2,4,4,4
24047,4,"Yes, again",7,5,2,5,5,6
24048,5,No,5,3,5,6,6,6
24049,2,No,5,2,1,3,3,3
24050,1,"Yes, next time not",6,4,1,2,2,2
24051,3,No,5,2,2,4,5,4
24052,3,No,4,3,2,5,5,4
24053,1,No,6,3,1,2,2,2
24054,2,No,6,3,2,4,4,4
24055,1,No,5,2,1,2,2,2
24056,5,No,5,4,4,7,7,7
24057,1,No,5,2,1,2,2,2
24058,1,No,5,3,1,2,2,2
24059,3,No,5,3,3,4,5,4
24060,5,No,6,4,4,6,6,6
24061,6,No,5,4,4,7,7,7
24062,7,"Yes, next time not",8,3,5,7,8,8
24063,4,"Yes, again",7,2,2,5,5,6
24064,3,No,6,3,2,4,5,5
24065,5,No,6,4,3,7,7,7
24066,9,No,6,4,8,10,10,10
24067,1,No,6,2,1,2,2,2
24068,5,"Yes, next time not",5,4,5,7,7,6
24069,4,"Yes, next time not",6,3,3,6,6,6
24070,5,No,5,4,3,7,7,7
24071,9,No,7,2,9,9,9,10
24072,1,No,5,3,1,2,2,2
24073,4,No,6,2,4,6,6,6
24074,1,No,5,2,1,2,2,2
24075,5,No,6,3,3,7,7,7
24076,5,No,5,2,3,6,6,6
24077,1,No,5,3,1,2,2,2
24078,4,No,6,4,4,6,6,6
24079,1,No,6,2,1,1,1,1
24080,4,"Yes, next time not",4,8,2,6,6,6
24081,2,No,5,3,1,3,3,3
24082,1,"Yes, next time not",7,2,1,1,1,2
24083,1,"Yes, next time not",7,2,1,1,1,2
24084,5,"Yes, next time not",7,3,3,6,6,6
24085,4,"Yes, next time not",7,8,2,5,5,5
24086,1,No,5,3,1,1,1,1
24087,2,No,3,4,1,4,4,3
24088,5,No,5,3,3,6,6,6
24089,1,No,5,1,1,2,2,2
24090,1,No,5,2,1,2,2,2
24091,4,No,6,3,4,6,6,6
24092,2,No,6,2,1,4,4,4
24093,2,No,6,2,1,3,3,3
24094,3,No,6,2,2,5,5,5
24095,1,No,5,2,1,2,2,2
24096,4,No,6,3,4,6,6,6
24097,1,No,6,2,1,1,1,1
24098,1,No,5,4,1,1,1,1
24099,2,No,5,2,1,3,3,3
24100,6,No,5,4,5,7,7,7
24101,1,No,5,3,1,1,1,1
24102,7,No,5,4,5,8,8,8
24103,2,No,5,2,1,4,4,4
24104,4,No,6,2,5,6,6,6
24105,2,No,4,2,1,3,3,3
24106,1,No,5,2,1,2,2,2
24107,1,No,6,4,1,2,2,3
24108,5,No,5,4,3,6,6,6
24109,1,No,5,3,1,2,2,2
24110,7,"Yes, again",8,3,4,7,2,6
24111,1,No,6,2,1,2,2,2
24112,5,"Yes, again",10,2,2,6,6,7
24113,1,No,5,2,1,2,2,2
24114,1,No,5,3,1,1,1,1
24115,3,No,6,4,2,4,4,4
24116,2,No,5,2,1,4,4,3
24117,4,"Yes, next time not",7,3,3,5,5,6
24118,1,No,5,2,1,1,1,1
24119,2,"Yes, next time not",7,2,1,3,3,4
24120,2,No,6,3,1,3,3,3
24121,7,No,6,3,9,8,8,8
24122,3,No,5,3,2,4,4,4
24123,1,No,5,3,1,2,2,2
24124,9,No,6,4,9,9,10,9
24125,6,"Yes, next time not",6,5,7,7,7,7
24126,1,No,5,2,1,1,1,1
24127,5,No,5,2,5,6,6,6
24128,1,No,6,4,1,1,1,1
24129,4,No,5,3,3,6,6,6
24130,1,No,5,4,1,3,2,2
24131,2,"Yes, next time not",6,3,1,3,3,3
24132,2,No,4,4,1,3,3,3
24133,1,No,5,2,1,1,1,2
24134,1,No,6,3,1,1,2,2
24135,1,No,5,3,1,1,1,1
24136,2,No,6,3,1,4,3,4
24137,3,No,5,3,2,4,4,4
24138,3,No,6,4,2,4,5,5
24139,1,No,5,4,1,2,2,2
24140,1,No,6,4,1,1,1,2
24141,2,"Yes, next time not",3,4,1,3,4,3
24142,3,No,5,4,1,5,5,5
24143,3,No,5,4,1,5,5,4
24144,6,No,5,4,3,7,7,7
24145,3,"Yes, next time not",3,6,1,4,4,4
24146,1,No,5,2,1,2,2,2
24147,3,No,6,5,2,5,5,5
24148,1,"Yes, next time not",7,2,1,2,2,2
24149,1,No,5,4,1,1,1,1
24150,1,No,5,2,1,2,2,2
24151,3,No,5,3,2,5,5,5
24152,2,No,6,2,1,3,3,3
24153,1,No,4,3,1,2,2,2
24154,4,No,5,3,3,6,6,6
24155,2,No,5,3,1,3,3,3
24156,1,No,5,3,1,1,1,1
24157,2,No,5,4,1,3,3,3
24158,4,No,5,3,3,6,6,6
24159,1,No,4,3,1,2,2,2
24160,5,No,6,4,3,6,6,6
24161,7,"Yes, next time not",5,6,8,8,8,8
24162,4,"Yes, next time not",4,8,3,5,5,5
24163,1,No,6,4,1,2,2,2
24164,3,"Yes, next time not",7,4,2,4,4,5
24165,1,No,5,4,1,2,2,2
24166,2,No,5,2,1,3,3,3
24167,4,"Yes, next time not",6,5,2,5,5,5
24168,2,No,5,3,1,3,3,3
24169,4,"Yes, next time not",7,3,2,5,5,5
24170,2,No,5,4,1,3,3,3
24171,4,No,3,3,5,6,6,6
24172,4,"Yes, again",10,4,3,5,5,6
24173,5,No,3,2,3,7,7,6
24174,2,No,6,2,1,3,3,3
24175,1,No,5,4,1,1,2,1
24176,2,"Yes, again",8,3,1,3,3,4
24177,3,No,6,2,3,5,5,5
24178,3,"Yes, next time not",2,7,2,5,5,4
24179,1,No,5,3,1,2,2,2
24180,2,No,6,2,1,3,3,3
24181,4,"Yes, next time not",7,3,2,5,5,5
24182,4,"Yes, next time not",7,2,2,5,5,6
24183,9,"Yes, next time not",5,8,8,9,10,9
24184,4,"Yes, next time not",7,4,3,6,6,6
24185,1,No,5,5,1,1,1,1
24186,3,No,5,3,2,4,4,4
24187,10,"Yes, next time not",6,8,7,10,10,10
24188,9,No,5,4,6,10,10,9
24189,2,No,6,4,1,3,3,3
24190,1,No,5,3,1,2,2,1
24191,6,No,6,2,3,7,7,7
24192,1,No,5,3,1,1,1,1
24193,1,No,6,3,1,1,1,1
24194,1,No,5,2,1,1,1,2
24195,1,No,6,3,1,2,2,2
24196,1,No,5,3,1,2,2,2
24197,9,"Yes, next time not",4,2,9,9,10,9
24198,4,No,5,3,2,6,6,6
24199,2,No,5,2,1,3,3,3
24200,1,No,5,4,1,1,2,2
24201,4,No,5,3,5,6,6,6
24202,3,No,5,3,3,5,5,4
24203,1,No,4,4,1,2,2,2
24204,3,No,8,1,2,4,4,5
24205,1,No,5,4,1,2,2,2
24206,3,No,5,3,2,5,5,5
24207,7,No,5,3,9,8,8,8
24208,1,No,5,4,1,1,1,1
24209,5,No,5,5,5,7,7,7
24210,2,No,6,3,1,3,3,3
24211,3,No,6,2,2,5,5,5
24212,3,No,4,2,2,5,5,4
24213,1,No,6,2,1,2,2,2
24214,1,No,6,3,1,1,2,2
24215,1,No,5,3,1,2,2,2
24216,1,No,4,3,1,1,1,1
24217,7,"Yes, next time not",7,4,5,8,8,8
24218,2,No,5,2,1,3,3,3
24219,1,No,5,4,1,2,3,2
24220,1,No,6,2,1,2,2,2
24221,2,"Yes, next time not",6,2,1,3,3,3
24222,2,No,6,3,2,3,3,3
24223,1,No,6,2,1,1,1,2
24224,1,No,5,4,1,1,1,1
24225,2,No,6,4,1,3,3,3
24226,1,No,5,3,1,2,2,2
24227,5,No,5,3,3,6,6,6
24228,1,No,6,3,1,2,2,2
24229,4,No,5,3,4,5,6,5
24230,1,No,5,2,1,2,2,2
24231,1,"Yes, next time not",7,2,1,1,1,2
24232,1,No,6,4,1,2,2,2
24233,3,No,6,2,2,4,4,4
24234,2,No,6,2,1,3,3,3
24235,1,No,5,2,1,1,1,1
24236,4,"Yes, next time not",6,7,4,6,6,6
24237,1,"Yes, next time not",2,6,1,2,2,1
24238,1,No,6,3,1,2,2,2
24239,4,No,5,2,3,6,6,6
24240,1,No,5,2,1,2,2,2
24241,5,No,6,4,3,7,7,7
24242,5,No,6,2,7,7,7,7
24243,5,No,6,3,3,7,7,7
24244,4,No,6,4,2,6,6,6
24245,2,No,5,4,1,4,4,3
24246,4,"Yes, again",8,4,2,6,5,6
24247,4,"Yes, next time not",7,2,3,5,5,6
24248,2,"Yes, next time not",6,4,1,3,3,3
24249,1,No,5,2,1,2,2,2
24250,1,"Yes, next time not",7,5,1,2,2,2
24251,3,No,4,2,2,5,5,4
24252,4,No,4,4,3,6,6,6
24253,1,"Yes, next time not",7,4,1,1,1,2
24254,2,No,5,3,1,3,3,3
24255,2,No,5,4,1,4,4,4
24256,1,No,5,3,1,1,1,1
24257,4,"Yes, next time not",7,2,3,5,6,6
24258,2,No,5,2,1,3,3,3
24259,1,No,5,4,1,2,1,2
24260,5,No,6,2,4,7,7,7
24261,6,No,3,4,5,8,8,7
24262,1,"Yes, next time not",7,4,1,1,1,1
24263,2,No,5,2,1,3,3,3
24264,3,"Yes, next time not",7,4,2,4,4,4
24265,1,No,6,2,1,1,1,1
24266,5,No,5,4,3,7,7,7
24267,7,No,5,3,6,8,8,8
24268,9,"Yes, next time not",4,8,9,9,10,9
24269,2,No,5,2,1,3,3,3
24270,1,No,5,3,1,1,1,1
24271,1,No,6,4,1,2,2,2
24272,1,No,5,3,1,2,2,2
24273,3,No,6,2,2,4,4,4
24274,5,"Yes, again",7,4,2,6,6,7
24275,2,"Yes, next time not",7,4,1,3,3,3
24276,3,No,6,2,2,5,5,5
24277,2,No,6,3,1,3,3,3
24278,7,No,5,4,4,8,8,8
24279,2,"Yes, again",9,6,1,2,2,3
24280,1,"Yes, next time not",6,3,1,2,2,2
24281,5,No,6,3,4,6,6,6
24282,2,No,6,2,1,3,3,3
24283,3,"Yes, again",8,3,1,4,4,5
24284,6,No,5,2,3,7,7,7
24285,4,No,6,4,3,6,6,6
24286,2,No,5,3,2,4,4,4
24287,1,No,5,4,1,1,1,1
24288,1,No,5,3,1,2,2,2
24289,1,No,6,3,1,1,1,1
24290,2,No,5,3,1,3,3,3
24291,1,No,4,4,1,2,2,2
24292,4,No,5,3,4,6,6,5
24293,4,"Yes, next time not",7,5,3,5,5,5
24294,4,No,5,3,2,6,6,6
24295,9,No,5,4,9,9,10,9
24296,5,No,5,5,3,6,6,6
24297,2,No,6,4,1,3,3,3
24298,3,No,6,3,2,4,4,4
24299,2,No,5,3,1,3,3,3
24300,9,No,5,4,7,10,10,9
24301,1,No,5,4,1,1,1,1
24302,2,No,6,4,1,3,3,3
24303,3,"Yes, next time not",6,3,2,4,4,4
24304,4,"Yes, next time not",7,5,4,6,6,6
24305,1,No,4,6,1,2,2,2
24306,1,No,5,3,1,1,1,1
24307,8,No,5,2,9,9,9,9
24308,2,No,5,2,1,3,3,3
24309,3,"Yes, next time not",7,5,2,5,5,5
24310,9,No,4,4,8,10,10,9
24311,4,No,6,3,5,6,6,6
24312,5,No,5,3,4,6,7,6
24313,2,No,5,3,1,3,3,3
24314,1,No,5,3,1,1,2,1
24315,5,No,4,2,6,7,7,7
24316,1,No,5,2,1,2,2,2
24317,4,No,5,4,2,6,5,5
24318,1,No,5,2,1,2,1,2
24319,5,"Yes, next time not",5,7,3,6,6,6
24320,1,No,5,4,1,1,1,1
24321,7,No,6,2,7,8,8,8
24322,8,No,5,3,4,8,9,8
24323,9,"Yes, next time not",3,5,7,9,10,9
24324,1,No,6,2,1,2,2,2
24325,6,No,5,4,7,7,7,7
24326,3,"Yes, next time not",7,7,1,4,4,5
24327,1,No,5,2,1,2,1,1
24328,5,No,5,3,2,7,7,6
24329,2,No,5,2,1,3,3,3
24330,4,"Yes, next time not",7,4,2,6,6,6
24331,1,No,5,2,1,1,1,1
24332,1,"Yes, next time not",6,2,1,2,2,2
24333,1,No,5,2,1,2,2,2
24334,5,No,6,4,5,6,7,6
24335,5,"Yes, again",7,5,2,7,6,7
24336,1,No,5,4,1,2,2,2
24337,5,No,6,4,6,7,7,7
24338,1,No,5,4,1,1,1,1
24339,2,No,5,2,1,3,3,3
24340,2,"Yes, again",9,6,1,3,2,3
24341,2,"Yes, next time not",3,4,1,3,3,3
24342,3,No,5,2,2,4,5,4
24343,1,No,6,3,1,2,2,2
24344,3,"Yes, next time not",2,4,2,5,5,4
24345,1,No,5,3,1,2,2,2
24346,1,No,5,2,1,2,1,1
24347,3,No,6,2,2,4,4,5
24348,1,No,5,2,1,1,1,1
24349,1,No,5,4,1,1,1,1
24350,3,No,5,3,2,4,5,4
24351,5,No,6,3,6,7,7,7
24352,4,"Yes, next time not",2,5,4,6,6,5
24353,2,No,6,3,1,3,3,3
24354,6,No,5,2,5,7,7,7
24355,1,No,5,3,1,1,1,1
24356,4,"Yes, next time not",3,5,3,6,6,5
24357,1,"Yes, next time not",6,2,1,1,1,2
24358,2,No,6,4,1,3,3,3
24359,7,No,5,4,5,8,8,8
24360,4,"Yes, again",1,9,2,6,6,5
24361,9,No,5,3,10,10,10,9
24362,4,No,5,2,3,6,6,6
24363,1,No,6,2,1,2,2,2
24364,3,No,5,4,2,4,4,4
24365,10,No,5,4,7,10,10,10
24366,1,No,6,3,1,2,2,2
24367,5,No,6,3,3,6,6,6
24368,1,No,5,3,1,1,1,1
24369,6,No,5,2,6,7,7,7
24370,3,"Yes, next time not",5,8,1,4,4,4
24371,1,No,6,4,1,1,1,1
24372,4,"Yes, next time not",5,8,3,6,6,6
24373,4,"Yes, next time not",7,6,3,6,6,6
24374,5,No,5,3,4,7,7,7
24375,2,No,5,3,1,3,3,3
24376,1,No,6,4,1,1,2,2
24377,4,No,5,3,4,6,6,6
24378,2,No,6,4,1,3,3,3
24379,1,No,5,4,1,2,2,2
24380,5,No,5,4,3,6,6,6
24381,4,No,5,2,3,6,6,6
24382,4,No,6,3,3,6,6,6
24383,5,"Yes, next time not",7,6,2,6,6,7
24384,1,No,5,3,1,1,1,1
24385,1,No,5,2,1,2,2,1
24386,1,No,6,1,1,1,1,1
24387,4,"Yes, next time not",6,4,3,6,6,6
24388,1,"Yes, next time not",7,4,1,1,1,2
24389,2,No,5,3,1,4,4,3
24390,3,"Yes, again",7,2,2,4,4,5
24391,1,No,5,3,1,2,2,2
24392,4,No,4,4,3,6,6,5
24393,5,No,5,2,4,6,6,6
24394,3,No,5,4,2,4,4,4
24395,1,No,6,3,1,2,2,2
24396,4,"Yes, next time not",7,4,3,6,6,6
24397,2,No,6,1,1,3,3,3
24398,1,No,6,2,1,1,1,1
24399,1,No,5,4,1,2,2,2
24400,4,"Yes, next time not",7,3,2,5,5,6
24401,2,No,5,2,1,3,3,3
24402,1,No,6,4,1,1,1,1
24403,6,No,5,2,3,7,7,7
24404,1,No,5,2,1,2,2,2
24405,2,No,6,2,1,4,3,4
24406,1,"Yes, next time not",5,9,1,1,1,1
24407,1,No,5,4,1,1,1,1
24408,2,No,5,4,1,3,3,3
24409,6,No,5,4,4,7,7,7
24410,1,No,6,3,1,2,2,2
24411,3,No,5,2,2,4,5,4
24412,7,No,6,3,7,8,8,8
24413,2,No,5,2,1,3,3,3
24414,5,No,5,2,3,6,6,6
24415,5,No,6,4,4,7,7,7
24416,5,No,6,2,4,7,7,7
24417,1,No,6,2,1,2,2,2
24418,1,No,5,2,1,1,1,1
24419,1,No,5,2,1,2,2,2
24420,4,No,6,3,2,5,5,5
24421,1,"Yes, again",8,6,1,2,2,2
24422,1,"Yes, next time not",6,5,1,2,2,2
24423,4,"Yes, next time not",5,4,2,5,5,5
24424,2,No,5,3,1,3,2,2
24425,4,"Yes, next time not",7,6,2,5,5,5
24426,4,"Yes, again",8,4,2,5,5,6
24427,2,No,5,2,1,3,3,3
24428,6,No,6,2,5,7,7,7
24429,1,No,5,2,1,1,1,1
24430,3,No,6,4,3,5,5,5
24431,1,No,4,4,1,3,3,2
24432,1,No,5,2,1,1,1,1
24433,2,No,5,3,1,3,3,3
24434,4,No,6,2,3,6,6,6
24435,1,No,5,2,1,2,2,2
24436,4,No,6,3,3,6,6,6
24437,3,"Yes, next time not",7,4,2,5,5,5
24438,4,"Yes, next time not",6,6,2,5,5,5
24439,4,"Yes, next time not",6,6,2,6,6,6
24440,1,No,6,2,1,1,1,1
24441,2,No,5,3,2,3,3,3
24442,4,"Yes, next time not",7,4,2,5,5,5
24443,1,No,5,2,1,2,2,2
24444,1,No,5,2,1,3,2,2
24445,4,No,6,4,2,5,5,5
24446,4,No,4,2,2,6,6,6
24447,2,No,4,4,1,3,3,3
24448,1,"Yes, next time not",7,4,1,2,2,2
24449,5,No,5,2,7,7,7,7
24450,4,No,5,3,4,6,6,6
24451,3,No,5,1,2,5,5,5
24452,3,"Yes, next time not",6,8,2,4,4,4
24453,1,No,5,2,1,2,2,2
24454,4,No,5,4,3,6,6,6
24455,3,No,5,3,2,4,4,4
24456,1,No,6,2,1,2,2,2
24457,1,No,6,1,1,2,2,2
24458,7,No,5,4,5,8,8,8
24459,1,No,6,2,1,2,2,2
24460,1,No,5,2,1,1,2,1
24461,3,No,5,4,2,4,4,4
24462,1,No,6,3,1,2,2,2
24463,1,No,5,2,1,2,2,3
24464,2,No,6,4,1,3,3,3
24465,1,No,5,2,1,2,2,2
24466,3,No,6,4,2,4,5,5
24467,1,No,6,2,1,2,2,2
24468,2,No,5,3,2,3,4,3
24469,3,No,5,3,2,4,4,4
24470,9,"Yes, again",9,4,8,9,9,10
24471,7,No,5,4,4,8,8,8
24472,4,No,6,4,4,6,6,6
24473,4,No,6,2,3,6,6,6
24474,7,No,5,4,7,8,8,8
24475,3,No,6,2,2,4,4,4
24476,4,"Yes, next time not",7,5,3,5,5,6
24477,1,No,6,4,1,2,2,2
24478,1,"Yes, next time not",7,2,1,1,1,2
24479,1,No,5,2,1,2,2,2
24480,3,"Yes, again",2,4,1,5,5,4
24481,4,No,5,4,5,6,6,6
24482,5,No,5,3,3,6,6,6
24483,4,"Yes, again",7,4,2,5,5,6
24484,1,No,4,6,1,2,2,1
24485,2,No,5,2,1,4,3,3
24486,1,No,6,2,1,2,2,2
24487,8,No,6,2,9,8,9,9
24488,1,No,5,3,1,2,2,2
24489,2,"Yes, next time not",6,2,1,4,4,4
24490,2,"Yes, next time not",8,3,1,2,2,3
24491,3,No,5,3,2,4,4,4
24492,3,No,5,2,2,5,5,4
24493,1,No,5,4,1,2,2,2
24494,2,No,5,3,1,3,3,3
24495,3,No,4,4,2,5,5,5
24496,1,No,6,2,1,2,2,2
24497,1,No,6,1,1,2,2,2
24498,1,No,4,6,1,1,1,1
24499,1,No,4,5,1,1,1,1
24500,9,No,8,2,9,9,9,10
24501,4,"Yes, next time not",7,4,3,5,6,6
24502,3,No,4,3,1,5,5,4
24503,1,No,5,2,1,1,1,1
24504,1,"Yes, next time not",6,4,1,2,2,2
24505,1,No,5,3,1,1,1,1
24506,1,No,5,4,1,1,1,1
24507,1,No,5,3,1,2,1,1
24508,5,"Yes, again",7,5,2,6,6,7
24509,2,"Yes, next time not",6,2,1,3,3,3
24510,5,No,5,2,5,7,7,7
24511,3,No,5,4,2,4,4,4
24512,8,"Yes, next time not",3,6,7,9,9,8
24513,3,No,5,3,3,5,5,5
24514,4,No,6,2,4,6,6,6
24515,1,No,6,3,1,1,1,1
24516,3,No,5,4,2,4,4,4
24517,5,No,5,2,4,6,6,6
24518,5,"Yes, again",8,4,2,6,6,7
24519,1,No,5,2,1,2,2,2
24520,2,No,5,3,1,3,3,3
24521,2,No,5,3,2,3,3,3
24522,4,No,5,4,2,5,6,5
24523,2,"Yes, again",8,4,1,3,3,4
24524,6,No,6,4,4,7,7,7
24525,1,No,6,2,1,2,2,2
24526,1,No,6,1,1,2,2,2
24527,4,"Yes, next time not",6,4,3,6,6,6
24528,4,"Yes, next time not",7,6,2,5,5,5
24529,1,No,5,3,1,1,1,1
24530,5,No,5,3,3,6,6,6
24531,1,No,5,3,1,2,2,2
24532,4,No,6,3,2,6,6,6
24533,2,No,6,2,1,3,3,3
24534,3,"Yes, next time not",6,7,1,4,4,4
24535,1,No,5,4,1,1,1,1
24536,1,No,5,3,1,1,1,1
24537,7,"Yes, next time not",2,5,7,8,8,7
24538,8,No,6,3,5,9,9,9
24539,7,"Yes, next time not",7,2,4,7,7,8
24540,9,No,6,4,7,9,10,9
24541,1,No,5,3,1,1,1,1
24542,9,No,5,3,10,9,9,9
24543,3,"Yes, next time not",7,4,2,5,5,5
24544,7,"Yes, next time not",7,6,6,8,8,8
24545,6,"Yes, next time not",7,2,4,7,7,8
24546,5,No,5,1,7,7,7,7
24547,4,"Yes, next time not",2,4,2,6,6,5
24548,7,No,6,2,7,8,8,8
24549,3,"Yes, again",8,2,1,4,4,5
24550,3,No,5,2,2,4,4,4
24551,4,No,5,4,3,5,5,5
24552,1,No,5,2,1,1,1,1
24553,2,No,5,2,2,3,3,3
24554,5,No,6,2,5,6,6,6
24555,4,"Yes, next time not",7,3,3,6,5,6
24556,7,"Yes, again",8,4,3,8,7,8
24557,2,No,5,3,1,3,3,3
24558,4,No,4,3,2,6,5,5
24559,9,"Yes, again",3,7,10,10,9,9
24560,3,No,5,4,2,5,5,5
24561,1,No,5,2,1,1,1,1
24562,9,No,6,4,7,10,9,9
24563,3,"Yes, next time not",6,2,1,4,4,4
24564,1,No,6,2,1,1,1,1
24565,4,"Yes, next time not",7,5,4,6,6,6
24566,2,No,5,2,1,3,3,3
24567,2,No,5,2,1,3,4,3
24568,1,No,4,4,1,2,2,2
24569,1,No,5,3,1,2,2,2
24570,1,No,5,2,1,1,1,1
24571,1,No,5,3,1,1,1,1
24572,2,No,4,3,1,3,3,3
24573,2,No,5,2,1,4,4,3
24574,4,"Yes, again",8,2,3,5,5,6
24575,5,"Yes, next time not",2,7,3,7,7,6
24576,4,"Yes, next time not",5,6,3,6,6,6
24577,2,No,5,3,1,4,4,4
24578,3,"Yes, next time not",7,2,2,4,4,5
24579,1,No,5,3,1,1,1,1
24580,7,"Yes, next time not",6,3,5,8,8,8
24581,1,No,6,3,1,2,2,2
24582,3,No,4,3,2,4,5,4
24583,2,No,6,4,1,3,3,3
24584,4,No,6,4,3,6,6,6
24585,1,No,5,4,1,2,2,2
24586,2,No,6,2,1,3,3,3
24587,1,No,5,1,1,2,2,2
24588,1,No,5,2,1,1,1,1
24589,1,No,5,2,1,1,1,1
24590,2,No,5,2,1,3,3,3
24591,2,No,4,4,2,3,3,3
24592,1,No,5,3,1,2,2,2
24593,7,No,5,3,8,8,8,8
24594,2,No,6,3,1,3,3,3
24595,1,No,5,4,1,2,2,2
24596,1,No,5,4,1,1,1,1
24597,1,No,5,2,1,2,2,2
24598,1,No,5,2,1,2,2,2
24599,1,No,6,3,1,1,1,1
24600,5,No,5,2,3,7,7,7
24601,1,No,5,2,1,1,2,1
24602,7,"Yes, next time not",7,4,5,8,8,8
24603,4,No,4,4,2,6,6,6
24604,1,No,5,4,1,2,2,2
24605,4,"Yes, again",8,4,2,5,5,6
24606,5,"Yes, next time not",7,3,3,6,6,7
