appearance,breakfast,service,staff,variety,price,taste
5,No,4,3,7,6,6
1,No,3,2,1,2,2
5,No,4,3,6,6,7
1,No,4,2,1,1,1
1,No,4,2,1,2,2
1,No,4,2,1,1,1
1,No,4,1,1,1,1
3,No,4,3,2,4,5
1,No,4,2,1,2,2
3,No,3,3,2,4,5
1,No,4,3,1,2,2
4,No,4,2,4,5,5
4,No,3,4,3,5,5
1,No,4,2,1,2,2
1,"Yes, next time not",4,2,1,2,2
1,No,4,3,1,1,1
1,No,4,2,1,1,1
1,No,4,3,1,2,2
1,No,4,2,1,1,1
5,No,4,4,5,6,6
1,No,4,2,1,2,2
3,"Yes, next time not",3,4,3,4,5
1,No,3,3,1,2,2
2,No,4,2,2,3,3
1,No,4,2,1,1,1
1,No,4,1,1,1,1
3,No,3,2,4,4,5
4,No,4,3,4,6,6
2,No,3,3,2,4,4
1,No,4,2,1,1,1
1,No,3,2,1,1,1
1,"Yes, next time not",4,3,1,1,1
1,No,4,2,1,1,1
1,No,4,2,1,1,1
1,No,4,2,1,2,2
3,No,4,2,4,4,5
1,"Yes, again",1,6,1,2,2
1,No,4,3,1,1,1
1,No,4,3,1,1,1
1,No,4,2,1,2,2
2,No,4,3,3,4,4
2,No,4,2,1,3,3
1,No,3,2,1,1,1
3,No,4,2,3,4,5
1,No,4,3,1,2,2
1,No,4,2,1,2,2
1,No,4,2,1,1,1
2,No,4,3,1,3,3
1,No,3,2,1,1,1
2,No,4,2,2,4,4
3,No,4,2,2,4,5
1,No,4,2,1,2,2
1,No,4,2,1,1,1
2,"Yes, next time not",3,3,2,4,4
4,No,3,3,5,5,5
3,No,4,3,4,4,5
1,No,4,2,1,1,1
1,No,4,3,1,2,2
1,"Yes, next time not",4,3,1,2,2
1,"Yes, next time not",3,4,1,3,3
2,No,4,3,1,3,3
1,No,3,3,2,3,3
2,No,4,3,2,4,4
3,No,4,2,2,4,4
1,No,3,3,1,2,2
1,No,4,2,1,2,2
1,No,3,3,1,3,3
3,No,4,3,4,4,4
1,No,3,2,1,2,2
1,No,4,3,1,2,2
2,"Yes, next time not",4,2,1,3,3
1,No,4,2,1,1,1
1,No,4,3,1,1,1
1,No,3,3,1,3,3
1,No,4,2,1,2,2
1,No,4,2,1,1,1
2,No,4,2,2,3,3
3,No,3,2,5,4,4
2,No,4,2,1,3,3
3,No,4,2,3,4,4
3,No,4,2,4,4,5
1,"Yes, next time not",3,5,1,2,2
2,No,4,3,2,4,4
2,No,4,2,2,3,3
3,No,3,3,5,4,5
1,No,3,4,1,1,1
1,No,4,2,1,2,2
1,No,4,2,1,2,2
2,"Yes, next time not",4,2,1,3,3
3,"Yes, next time not",4,5,2,4,5
3,No,4,2,2,4,4
1,No,3,2,1,3,3
1,No,4,2,1,1,1
2,No,4,2,1,3,4
3,No,4,3,3,4,5
2,No,4,2,3,4,4
4,No,4,1,6,5,6
1,No,4,2,1,2,2
3,No,4,2,2,5,5
1,No,3,2,1,2,2
1,No,4,2,1,2,2
1,"Yes, next time not",4,2,1,2,2
2,"Yes, next time not",5,4,2,3,3
2,"Yes, next time not",4,3,2,4,4
1,No,3,4,1,1,1
5,No,3,2,6,6,7
1,"Yes, next time not",4,2,1,2,2
1,No,3,3,1,2,3
1,No,4,2,1,2,2
3,No,3,2,4,5,5
1,No,3,3,1,1,1
1,"Yes, next time not",4,2,1,1,1
2,"Yes, again",5,3,2,3,4
2,No,4,2,1,3,3
3,No,4,1,2,4,4
1,No,4,2,1,1,1
2,No,4,3,2,3,3
3,No,3,3,3,4,4
4,No,4,3,4,5,5
2,"Yes, again",5,3,2,3,4
1,No,4,2,1,1,1
1,No,4,2,1,1,1
1,No,4,2,1,1,2
2,No,4,2,2,3,3
2,No,3,3,2,3,3
1,No,3,3,1,1,1
1,No,3,2,1,2,2
1,"Yes, next time not",5,3,1,1,1
1,No,4,2,1,1,1
2,"Yes, next time not",3,4,2,3,3
2,No,4,2,2,3,3
1,No,4,2,1,2,2
1,No,4,2,1,2,2
1,No,4,2,1,2,2
1,No,4,2,1,3,3
1,No,4,2,1,2,1
1,No,4,2,1,2,2
1,No,3,3,1,2,2
1,No,4,2,1,2,2
1,No,4,2,1,1,1
1,No,4,3,1,2,2
1,"Yes, next time not",4,2,1,2,1
2,"Yes, next time not",4,3,1,3,3
4,No,3,3,5,5,5
4,No,4,2,5,5,5
1,No,4,2,1,1,1
1,No,4,2,1,2,2
5,No,4,2,6,6,6
1,No,4,2,1,1,1
1,No,4,2,1,1,1
5,No,4,2,4,6,6
1,No,4,3,1,2,2
1,No,4,2,1,2,2
1,No,4,3,1,1,1
1,No,4,2,1,1,1
3,No,4,2,4,4,5
1,"Yes, next time not",4,2,1,2,2
1,No,3,3,1,2,2
1,No,3,2,1,1,1
1,No,3,2,1,3,3
1,No,3,3,1,1,1
1,No,4,2,1,2,2
1,No,4,3,1,2,3
1,No,4,2,1,1,1
3,No,4,2,5,4,4
1,No,4,2,1,1,1
1,No,4,3,1,2,2
2,No,4,2,1,3,3
1,No,3,2,1,1,1
1,No,4,2,1,2,2
2,"Yes, again",6,4,1,3,3
4,No,4,2,5,5,6
4,No,4,2,4,5,5
2,No,4,3,2,3,3
4,No,3,3,4,5,5
1,No,4,2,1,1,1
2,"Yes, next time not",4,4,1,3,3
4,"Yes, next time not",4,3,3,5,5
1,No,4,2,1,1,1
2,"Yes, next time not",4,2,1,3,3
2,No,4,2,1,3,3
5,"Yes, again",5,4,5,6,6
1,No,4,2,1,2,2
2,No,4,3,1,3,3
1,No,4,2,1,2,2
1,No,4,2,1,1,1
1,No,4,2,1,2,2
2,No,4,3,1,3,3
1,No,4,3,1,2,2
1,No,4,3,1,2,2
2,No,3,2,1,3,3
3,No,3,3,2,4,4
1,No,4,2,1,2,2
1,No,3,3,1,1,1
2,"Yes, again",5,3,3,4,4
1,No,4,2,1,2,2
1,No,3,3,1,2,2
1,No,4,2,1,1,1
2,"Yes, next time not",4,5,2,3,3
1,No,3,2,1,2,2
2,No,4,3,2,3,3
1,No,3,3,1,2,2
1,No,4,2,2,2,2
1,No,3,2,1,1,1
1,No,4,2,1,2,3
2,No,4,2,2,4,4
2,No,4,2,1,3,3
2,No,4,2,2,3,3
1,No,4,2,1,1,1
1,"Yes, next time not",4,2,1,2,2
2,No,4,3,3,4,4
1,No,4,2,1,1,1
1,No,4,2,1,1,1
1,No,4,2,1,1,1
2,No,4,3,1,3,3
4,No,3,2,5,6,6
1,No,4,2,1,1,1
1,No,4,2,1,1,1
4,No,4,3,4,5,5
1,No,4,2,1,1,1
2,No,4,2,2,3,3
2,No,4,2,3,4,4
2,No,4,2,1,3,3
3,No,4,3,3,5,5
1,No,4,2,1,2,2
2,No,3,3,2,4,4
1,No,4,2,1,1,1
4,No,4,2,5,5,5
1,No,3,3,1,1,1
1,No,4,2,1,2,2
1,"Yes, again",5,3,1,2,2
2,No,3,3,2,3,3
1,No,3,2,1,2,2
4,No,4,2,4,5,5
1,No,4,3,1,2,1
1,No,4,3,1,1,1
1,No,3,2,1,2,2
4,No,4,2,4,5,5
1,No,4,2,1,1,1
4,No,4,3,6,6,6
4,No,3,3,5,5,5
2,No,3,3,4,4,4
1,No,3,3,1,1,1
2,No,4,2,1,3,3
4,No,4,3,6,6,6
1,"Yes, next time not",4,3,1,1,1
5,No,4,3,6,6,6
2,"Yes, next time not",3,4,1,3,4
1,No,4,2,1,2,2
5,No,3,4,5,6,6
2,"Yes, next time not",4,2,1,3,3
2,No,4,2,2,3,3
1,No,4,3,1,2,2
1,"Yes, again",3,3,1,2,2
2,"Yes, next time not",4,1,1,3,3
1,No,4,3,1,2,2
2,No,4,3,3,4,4
2,"Yes, next time not",3,4,1,3,3
1,No,3,2,1,1,1
3,No,4,3,2,4,5
2,"Yes, next time not",4,3,2,3,4
4,No,4,3,4,5,5
2,"Yes, next time not",3,4,2,4,4
2,"Yes, next time not",5,4,2,4,4
1,No,4,3,1,1,1
1,"Yes, next time not",4,2,1,1,1
1,"Yes, next time not",4,2,1,1,1
3,No,4,3,5,4,5
4,No,4,2,6,5,6
1,No,3,2,1,1,1
1,No,4,2,1,2,2
1,No,4,2,1,1,1
4,"Yes, again",5,3,3,5,5
1,No,4,2,1,1,1
2,No,4,3,2,3,3
5,"Yes, next time not",3,5,4,6,6
2,No,3,2,1,3,3
1,No,4,3,1,1,1
2,No,3,3,2,3,3
2,"Yes, next time not",5,3,1,3,3
1,No,4,2,1,1,1
4,No,4,2,4,5,5
5,"Yes, again",2,5,2,7,7
2,"Yes, next time not",4,3,2,4,4
1,No,4,3,1,1,1
3,No,3,3,3,4,4
1,No,3,2,1,1,1
2,No,4,2,2,3,3
1,No,4,3,1,1,2
1,No,4,2,1,2,2
5,"Yes, next time not",3,2,6,6,6
1,"Yes, next time not",4,4,1,2,2
2,"Yes, again",5,2,2,4,4
1,"Yes, next time not",4,3,1,1,1
1,No,4,2,1,1,1
1,"Yes, next time not",4,2,1,1,1
4,No,3,3,4,5,5
3,No,4,2,4,5,5
1,No,4,2,1,1,1
3,"Yes, next time not",4,3,2,4,4
3,No,4,2,5,5,5
2,No,4,2,2,4,4
1,No,4,2,1,2,2
1,"Yes, next time not",4,2,1,1,1
2,"Yes, again",5,1,2,4,4
1,No,4,2,1,1,1
1,No,3,2,1,1,1
1,No,4,2,1,1,1
2,No,4,3,2,4,4
1,No,4,3,1,2,2
1,No,4,2,1,2,2
2,No,4,1,2,3,3
1,No,4,2,1,1,2
2,No,4,2,2,3,3
2,No,3,3,1,3,3
1,No,4,2,1,1,1
1,No,4,3,1,1,1
2,"Yes, next time not",2,4,1,3,3
2,"Yes, next time not",4,3,2,3,3
2,"Yes, next time not",3,5,4,4,4
1,No,4,3,1,1,1
1,No,4,2,1,2,2
5,"Yes, next time not",5,2,6,6,6
4,"Yes, again",5,3,4,5,5
4,No,4,2,5,5,5
1,No,3,2,1,1,1
2,No,5,1,1,3,3
1,No,4,2,1,2,2
1,No,4,2,1,1,1
2,No,4,3,2,3,3
1,"Yes, again",5,3,1,2,2
1,No,4,3,1,1,1
1,No,3,3,1,2,2
2,No,3,2,2,4,4
1,No,4,3,1,1,1
2,No,4,2,4,4,4
3,"Yes, next time not",4,3,4,4,4
5,No,4,2,5,6,6
1,No,4,2,1,1,1
4,No,4,3,3,5,5
2,No,4,3,1,3,3
2,"Yes, next time not",4,3,2,4,4
1,No,3,2,1,1,1
1,No,4,2,1,2,2
2,No,4,2,2,3,3
1,"Yes, next time not",4,2,1,1,1
1,"Yes, next time not",3,4,1,2,2
3,"Yes, again",5,3,1,4,4
1,"Yes, next time not",3,4,1,3,3
1,"Yes, next time not",5,2,1,2,2
2,No,4,2,1,3,3
1,No,4,3,1,2,1
2,No,3,3,2,3,3
2,"Yes, next time not",4,5,2,3,4
1,"Yes, again",5,2,1,2,2
1,No,3,2,1,2,2
1,"Yes, next time not",2,4,1,3,3
1,No,3,2,1,2,2
2,"Yes, next time not",4,3,2,3,4
2,No,4,2,3,4,4
1,No,4,2,1,1,1
1,No,4,2,1,1,1
2,No,4,3,2,3,3
1,No,3,2,1,2,2
1,No,4,2,1,1,1
1,"Yes, next time not",4,4,1,2,2
1,No,4,2,1,1,1
2,"Yes, again",5,4,1,3,3
1,No,4,2,1,2,2
1,No,3,2,1,1,1
2,"Yes, next time not",5,4,2,3,3
1,No,4,3,1,3,2
3,"Yes, next time not",4,5,2,4,4
2,"Yes, next time not",4,4,1,3,3
1,No,4,2,1,1,1
3,"Yes, next time not",4,2,3,5,5
1,No,3,3,1,1,1
5,No,4,3,6,6,6
2,No,4,2,1,3,3
1,No,4,2,1,2,2
2,"Yes, next time not",5,3,1,3,3
1,No,4,2,1,1,1
1,No,4,3,1,1,1
1,No,4,2,1,2,2
1,No,4,2,1,1,1
2,No,3,3,1,3,3
2,"Yes, next time not",4,3,2,4,4
1,No,4,3,1,2,2
1,No,3,2,1,2,2
1,No,3,3,1,1,2
1,No,4,2,1,1,1
2,No,4,3,2,4,4
2,No,4,2,1,3,3
3,"Yes, next time not",4,3,2,4,5
2,No,4,2,2,4,4
1,No,3,2,1,1,1
2,No,4,2,1,3,3
1,No,3,3,1,1,1
2,No,4,3,2,3,3
4,"Yes, again",5,4,3,5,5
1,No,4,2,1,1,1
1,"Yes, next time not",4,4,1,1,1
1,No,4,2,1,2,2
1,No,4,2,1,1,1
4,No,4,3,4,5,5
3,"Yes, next time not",4,4,2,4,4
3,No,3,3,7,5,5
2,No,4,2,1,3,3
3,No,4,3,2,4,4
1,No,4,2,1,2,2
1,No,3,3,1,1,1
3,No,4,2,6,4,4
2,"Yes, next time not",4,4,2,4,4
3,"Yes, again",3,3,2,5,5
1,No,4,3,1,1,1
1,No,4,3,1,2,2
2,No,4,2,1,3,3
1,No,4,2,1,1,2
1,No,4,3,1,1,1
1,No,3,2,1,2,2
5,No,3,3,7,7,7
4,No,3,2,6,5,6
2,No,4,2,2,4,4
1,No,4,2,1,1,1
1,No,4,2,1,1,1
4,"Yes, next time not",4,3,5,5,5
2,No,3,3,2,4,4
3,No,4,2,3,5,5
3,No,4,3,3,5,5
1,No,4,3,1,2,2
2,No,3,2,2,3,3
4,No,3,3,5,5,5
2,No,4,3,2,3,3
4,No,3,3,7,5,5
2,No,3,2,1,3,3
1,No,3,3,1,1,1
1,No,4,2,1,2,2
4,No,4,3,4,5,6
1,No,4,2,1,1,1
1,"Yes, next time not",4,3,1,1,1
1,No,4,2,1,3,3
1,No,4,3,1,1,1
1,"Yes, again",1,4,1,2,2
2,No,4,2,1,3,3
2,"Yes, next time not",4,3,1,3,3
3,No,4,2,2,4,4
1,No,4,3,1,2,2
1,No,4,2,1,1,1
1,No,4,2,1,1,1
1,"Yes, next time not",3,3,1,2,2
5,No,4,2,7,6,6
1,No,4,2,1,2,3
2,No,4,3,2,3,3
1,No,4,3,1,1,1
3,No,4,1,4,4,5
1,No,4,2,1,2,2
1,No,4,2,1,1,1
1,No,4,2,1,2,2
2,No,4,3,5,4,4
1,"Yes, again",4,4,1,1,1
1,No,4,2,1,1,1
2,No,4,3,2,4,4
1,No,4,2,1,2,2
1,No,4,2,1,2,2
2,No,3,3,1,3,3
5,"Yes, next time not",4,4,6,6,7
3,No,4,2,4,4,5
3,No,4,3,3,4,5
1,No,4,2,1,1,1
2,"Yes, again",5,3,2,3,3
1,No,3,3,1,2,2
4,"Yes, again",5,2,2,5,5
2,No,4,2,1,3,3
1,No,4,2,1,2,2
1,No,4,2,1,1,1
4,No,3,3,4,5,5
1,No,4,1,1,1,1
5,"Yes, again",5,4,6,6,6
2,"Yes, next time not",4,3,3,4,4
1,No,3,4,1,1,1
2,"Yes, next time not",4,3,1,3,3
1,No,4,2,1,2,2
1,No,4,3,1,1,1
1,No,4,2,1,2,2
2,No,4,2,1,3,3
1,No,4,2,1,1,1
5,No,4,3,5,6,6
3,No,4,3,2,5,5
1,"Yes, next time not",4,3,1,2,2
4,No,4,2,5,6,6
1,No,3,2,1,1,1
3,No,3,3,3,5,5
1,No,4,2,1,2,2
1,No,4,3,1,1,1
1,No,4,3,1,2,2
1,No,3,2,1,1,1
2,"Yes, again",5,2,1,3,3
1,No,4,2,1,2,2
1,No,4,1,1,1,1
1,"Yes, again",5,3,1,2,2
1,No,4,2,1,2,2
1,No,4,3,1,2,2
2,No,4,3,1,3,3
1,No,4,2,1,1,1
2,No,4,2,1,3,3
2,No,4,2,2,3,3
2,No,4,3,2,3,3
1,"Yes, next time not",4,4,1,2,2
1,No,4,2,1,2,2
1,No,4,3,1,1,1
1,"Yes, next time not",5,2,1,2,2
1,"Yes, next time not",4,2,1,2,2
1,"Yes, next time not",4,2,1,1,1
1,No,3,2,1,2,2
1,No,4,3,1,2,2
1,No,3,2,1,2,2
1,No,3,2,1,2,2
1,No,4,1,1,1,1
2,"Yes, next time not",3,4,3,4,4
1,No,3,2,1,1,1
3,No,3,3,2,4,4
2,No,3,2,2,4,4
1,No,4,2,1,2,2
2,"Yes, next time not",4,2,2,4,4
2,"Yes, next time not",4,4,1,3,3
1,"Yes, next time not",5,3,1,2,2
1,No,4,2,1,1,1
1,No,4,2,1,2,1
1,No,4,2,1,1,1
2,No,4,3,3,4,4
1,No,3,2,1,1,1
3,No,4,2,3,4,4
2,"Yes, again",6,3,1,3,3
1,No,3,3,1,1,1
1,No,4,2,1,3,3
3,"Yes, next time not",4,3,2,4,4
1,No,4,2,1,1,1
2,"Yes, again",5,4,2,4,4
5,"Yes, again",5,3,4,6,6
1,No,3,4,1,1,1
1,No,3,3,1,1,1
3,No,4,3,3,5,5
1,No,4,2,1,1,1
4,No,4,3,3,5,5
1,No,4,2,1,2,2
1,No,4,2,1,2,2
1,No,3,2,1,1,1
4,No,4,3,3,5,5
1,No,3,3,1,1,1
1,No,4,2,1,1,1
2,No,4,2,1,3,3
1,"Yes, next time not",4,2,1,2,2
5,No,4,3,6,6,6
2,No,4,2,4,4,4
2,"Yes, next time not",4,4,3,4,4
1,"Yes, next time not",4,2,1,1,1
1,No,4,2,1,3,3
2,No,4,2,2,3,3
2,"Yes, next time not",4,3,3,4,4
3,No,4,2,4,4,4
4,No,4,2,4,5,5
3,No,3,3,2,4,5
1,No,4,2,1,1,1
2,No,4,2,1,3,3
1,No,4,2,1,1,1
1,No,4,2,1,1,1
4,No,4,3,5,6,6
3,"Yes, again",4,2,2,5,5
1,"Yes, next time not",4,3,1,1,1
1,No,4,3,1,1,1
3,"Yes, next time not",3,5,2,5,4
1,No,4,2,1,2,2
2,No,4,3,1,3,3
1,No,4,2,1,1,1
2,"Yes, again",5,3,1,3,3
2,"Yes, next time not",4,3,1,3,3
1,No,4,3,1,3,3
3,"Yes, next time not",4,2,3,5,5
5,"Yes, again",5,3,5,6,6
2,No,3,2,2,4,4
1,No,4,2,1,1,1
1,No,4,2,1,2,2
4,No,4,3,6,5,5
1,No,4,2,1,2,3
1,No,4,1,1,1,1
2,No,4,3,2,4,4
2,No,4,3,3,4,4
1,No,4,2,1,1,1
1,No,4,2,1,1,1
1,No,4,2,1,1,1
1,No,3,3,1,2,3
2,No,3,3,1,3,3
1,No,4,2,1,1,1
1,No,4,2,1,2,2
3,"Yes, next time not",5,3,3,4,5
2,"Yes, next time not",4,5,1,3,3
1,No,3,2,1,2,2
3,No,4,3,4,4,4
2,No,4,3,2,3,3
2,"Yes, next time not",5,3,1,3,3
1,No,4,2,1,2,2
1,No,4,2,1,2,2
3,No,4,4,2,4,4
4,"Yes, next time not",5,4,3,5,5
1,No,3,3,1,2,2
2,"Yes, next time not",4,2,1,3,3
5,"Yes, next time not",4,4,4,6,6
3,No,4,3,2,4,5
3,No,4,2,3,4,5
1,No,4,2,1,2,2
1,No,4,2,2,2,2
1,No,4,3,1,2,2
1,No,3,3,1,2,2
1,No,2,3,1,3,3
2,No,4,2,2,3,3
1,No,4,1,1,1,1
2,"Yes, next time not",4,2,1,3,3
1,No,4,2,1,1,1
2,No,3,2,2,4,4
4,"Yes, next time not",5,4,4,5,5
2,No,4,3,3,4,4
1,No,3,2,1,2,2
1,"Yes, next time not",4,3,1,2,2
2,No,4,2,1,3,3
2,No,4,1,1,3,3
2,No,4,3,1,3,3
2,No,3,3,1,3,3
1,No,4,2,1,1,1
3,No,4,3,3,4,4
1,No,4,2,1,2,2
2,"Yes, next time not",4,2,1,3,3
1,"Yes, again",1,3,1,2,2
1,No,4,2,1,1,2
2,No,4,2,2,4,4
1,No,3,2,1,2,2
1,No,3,3,1,1,1
3,No,3,2,2,4,5
1,No,4,2,1,2,2
2,"Yes, next time not",4,2,1,3,3
5,No,4,2,5,6,6
1,No,3,3,1,1,1
2,"Yes, again",6,4,1,4,3
3,"Yes, next time not",3,5,2,4,4
2,No,4,2,3,4,4
2,No,3,3,2,3,3
1,No,4,3,1,2,2
2,No,4,3,3,4,4
1,No,4,2,1,1,1
1,No,4,1,1,1,1
2,"Yes, next time not",4,2,2,3,3
1,No,4,2,1,2,2
1,No,3,3,1,1,1
1,No,4,3,1,2,2
1,No,4,2,1,2,3
3,No,4,2,5,5,5
5,"Yes, next time not",2,4,7,6,7
6,No,4,3,7,7,7
1,No,4,3,1,1,1
1,No,4,2,1,2,2
2,"Yes, next time not",3,4,3,4,4
1,No,4,2,1,2,2
2,No,4,2,2,3,3
1,No,4,2,1,2,2
1,No,3,2,1,2,2
1,"Yes, next time not",4,2,1,1,1
1,No,3,2,1,1,1
1,No,4,2,1,2,2
3,No,4,2,2,4,4
5,"Yes, again",5,4,4,6,6
2,No,4,2,1,3,3
1,No,4,2,1,2,2
1,"Yes, again",2,5,1,2,2
4,No,3,2,4,5,5
4,No,4,3,4,5,5
1,No,4,2,1,1,1
3,"Yes, next time not",2,4,2,5,5
1,No,4,3,1,1,1
2,No,3,2,2,3,3
1,No,3,2,1,2,2
3,No,3,3,4,4,5
3,No,3,3,5,5,5
1,No,4,2,1,1,1
3,No,4,2,2,4,4
2,"Yes, next time not",5,3,2,3,3
2,No,4,2,2,4,4
1,No,4,2,1,2,2
2,No,4,2,1,3,3
2,"Yes, next time not",3,4,1,3,3
3,No,4,3,3,5,5
5,No,4,2,6,6,6
1,No,4,2,1,1,1
1,No,4,3,1,1,1
2,No,4,2,3,4,4
1,No,3,2,1,2,2
2,No,4,2,1,4,4
4,No,4,2,4,5,6
2,No,4,2,2,3,3
4,"Yes, again",5,2,3,5,5
1,No,3,2,1,1,1
1,No,3,2,1,1,1
1,No,4,3,1,2,2
2,"Yes, next time not",4,4,1,3,3
2,No,4,3,3,4,4
2,"Yes, next time not",4,2,1,3,3
1,"Yes, next time not",5,2,1,2,2
1,No,4,2,1,1,1
2,"Yes, again",6,2,1,3,3
1,No,3,2,1,1,1
5,No,4,2,5,6,6
2,"Yes, next time not",4,2,3,4,4
2,No,3,2,2,4,4
2,"Yes, next time not",4,5,2,3,4
1,No,3,2,1,2,2
2,"Yes, next time not",5,2,2,3,3
1,No,4,2,1,1,1
1,No,4,2,1,1,1
2,No,4,2,2,4,4
2,No,4,3,1,3,3
2,No,4,3,1,3,3
5,"Yes, again",6,2,3,6,6
1,No,4,3,1,2,2
2,No,3,2,3,4,4
2,"Yes, next time not",4,4,2,4,4
1,No,4,3,1,2,2
2,No,4,2,3,4,4
2,"Yes, again",5,3,2,3,3
3,No,3,2,4,4,5
2,"Yes, next time not",4,4,1,3,3
2,No,4,3,1,3,3
1,"Yes, again",5,3,1,2,2
2,No,3,2,3,4,4
1,No,4,2,1,1,1
2,No,4,2,1,3,3
1,No,3,2,1,2,2
1,"Yes, next time not",4,2,1,2,2
1,No,4,3,1,2,2
1,"Yes, next time not",4,3,1,2,2
6,No,4,2,5,7,7
2,No,3,3,2,3,3
2,No,4,3,2,4,4
3,"Yes, next time not",4,2,2,4,4
2,No,4,2,2,3,3
2,No,4,3,4,4,4
2,"Yes, next time not",4,2,2,4,4
1,No,4,3,1,1,1
2,"Yes, next time not",2,4,1,4,4
1,No,4,3,1,2,2
1,"Yes, next time not",4,3,1,2,2
1,No,4,2,1,1,2
2,No,3,2,1,3,3
2,"Yes, next time not",4,3,2,4,4
1,No,4,2,1,1,1
3,No,4,2,5,5,5
2,"Yes, next time not",2,3,2,4,4
1,No,4,2,1,2,2
1,"Yes, next time not",4,2,1,2,2
2,No,4,3,1,3,3
1,"Yes, again",5,3,1,2,2
2,No,4,2,2,4,4
1,No,4,2,1,2,2
1,"Yes, next time not",3,5,1,2,3
1,No,4,2,1,2,2
1,No,4,2,1,2,2
1,No,3,3,1,2,2
1,No,4,2,1,1,1
2,No,4,3,2,4,4
1,"Yes, next time not",4,3,1,2,2
2,No,4,2,4,4,4
3,No,4,3,2,4,4
1,No,4,2,1,2,2
1,No,4,1,1,1,1
3,No,3,2,4,5,5
1,No,4,3,1,2,2
1,No,4,2,1,1,1
2,"Yes, next time not",4,3,2,3,3
5,No,3,3,4,6,7
2,No,3,2,2,3,3
1,No,4,2,1,1,1
1,No,3,3,1,1,1
1,No,3,3,1,3,3
2,"Yes, next time not",5,3,1,3,3
1,No,4,2,1,2,2
1,No,4,2,1,1,1
2,"Yes, next time not",4,4,2,4,4
2,No,4,2,3,4,4
1,No,4,3,1,1,1
1,No,4,3,1,2,2
2,No,3,3,1,3,3
1,"Yes, next time not",4,3,1,1,1
2,"Yes, next time not",4,3,3,4,4
1,No,4,2,1,1,1
1,No,4,2,1,1,1
2,No,3,3,2,3,3
1,No,4,2,1,1,1
2,"Yes, next time not",4,3,2,4,4
3,No,4,2,2,5,5
1,No,3,2,1,1,1
3,No,4,3,2,4,4
2,"Yes, next time not",3,5,1,3,3
1,No,4,2,1,2,1
1,No,3,2,1,2,2
1,No,4,3,1,1,1
1,No,4,2,1,1,1
2,No,4,3,1,3,3
2,"Yes, again",5,2,1,4,4
1,No,4,2,1,1,1
2,"Yes, next time not",4,4,2,3,4
3,No,4,2,5,4,5
2,No,4,3,2,4,4
2,No,4,2,3,4,4
3,No,4,2,3,5,5
2,"Yes, again",5,3,2,4,4
2,"Yes, next time not",4,3,2,3,4
1,No,3,2,1,1,1
4,"Yes, again",5,3,4,5,5
2,No,4,3,1,3,3
2,"Yes, next time not",2,2,2,4,4
1,No,4,2,1,1,1
2,No,4,2,3,4,4
1,No,3,2,1,2,2
1,"Yes, next time not",4,2,1,1,1
2,No,4,2,1,3,3
3,No,4,3,5,4,5
2,"Yes, next time not",3,4,2,4,4
2,"Yes, next time not",4,2,1,3,4
2,No,3,3,1,3,3
1,No,4,2,1,1,1
1,No,4,2,1,1,1
1,"Yes, next time not",4,4,1,2,2
1,No,4,2,1,1,1
1,No,4,2,1,2,2
1,No,3,2,1,2,2
1,No,3,2,1,1,1
1,No,4,2,1,1,1
1,No,4,2,1,1,1
2,No,3,3,2,3,3
1,No,4,2,1,2,2
1,No,4,2,1,2,2
2,No,4,3,1,3,3
2,No,3,3,1,3,3
1,No,4,3,1,1,1
1,No,4,2,1,2,2
2,No,3,3,2,4,4
1,"Yes, next time not",4,3,1,1,1
2,No,4,1,2,4,4
1,No,4,3,1,2,2
1,No,3,3,1,3,3
1,"Yes, next time not",2,4,1,2,2
1,No,4,2,1,1,1
1,"Yes, again",6,3,1,1,1
1,No,3,3,1,1,1
3,No,4,3,4,4,4
1,No,3,2,1,2,2
1,No,4,2,1,3,3
1,No,4,2,1,1,1
1,No,4,2,1,2,1
2,No,3,1,1,3,3
1,No,4,3,1,2,2
2,No,4,2,1,3,3
1,No,4,3,1,2,2
1,No,4,1,1,2,2
1,No,3,3,1,2,2
3,No,3,3,4,4,5
3,No,4,2,3,5,5
1,No,3,2,2,3,3
2,"Yes, next time not",3,5,1,3,3
3,No,4,2,3,5,5
3,No,4,2,2,4,4
2,No,3,3,2,4,4
1,No,4,3,1,1,1
5,No,4,2,7,6,6
1,"Yes, next time not",4,3,1,1,1
2,No,4,2,2,3,3
1,No,3,2,1,1,1
2,No,4,3,2,4,4
2,"Yes, again",5,2,1,3,3
4,No,3,3,4,6,6
2,No,3,3,2,3,3
4,"Yes, next time not",5,4,3,5,5
1,No,4,2,1,3,2
1,No,4,3,1,1,1
1,No,4,3,1,1,1
1,"Yes, next time not",4,3,1,2,2
2,No,4,2,3,4,4
2,No,4,2,1,3,3
2,No,3,2,2,4,4
1,No,4,2,1,1,1
2,No,4,2,1,3,3
2,"Yes, next time not",3,4,1,3,3
1,No,4,2,1,2,3
2,No,4,3,1,3,3
1,No,4,2,1,2,2
1,No,4,3,1,2,2
1,No,3,3,1,1,1
1,No,4,2,1,1,1
2,No,4,3,3,4,4
2,No,4,2,2,3,3
2,No,4,2,2,3,3
1,No,4,2,1,1,1
4,No,4,1,4,5,5
1,"Yes, next time not",3,4,1,2,2
5,No,3,3,7,6,6
1,No,4,3,1,1,1
2,No,4,3,1,3,3
1,No,4,2,1,1,1
